team_key,logo_url
pepperdine waves,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/pepperdine_waves.png
pittsbugh panthers,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/pittsbugh_panthers.png
portland pilots,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/portland_pilots.png
portland state vikings,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/portland_state_vikings.png
prairie view a&m panthers,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/prairie_view_a&m_panthers.png
presbyterian blue hose,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/presbyterian_blue_hose.png
princeton tigers,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/princeton_tigers.png
providence friars,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/providence_friars.png
purdue boilermakers,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/purdue_boilermakers.png
purdue fort wayne mastodons,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/purdue_fort_wayne_mastodons.png
quinnipiac bobcats,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/quinnipiac_bobcats.png
rhode island rams,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/rhode_island_rams.png
rice owls,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/rice_owls.png
richmond spiders,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/richmond_spiders.png
rider broncs,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/rider_broncs.png
robert morris colonials,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/robert_morris_colonials.png
rutgers scarlet knights,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/rutgers_scarlet_knights.png
sacramento state hornets,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/sacramento_state_hornets.png
sacred heart pioneers,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/sacred_heart_pioneers.png
saint louis billikens,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/saint_louis_billikens.png
sam houston state bearkats,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/sam_houston_state_bearkats.png
samford bulldogs,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/samford_bulldogs.png
san diego state aztecs,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/san_diego_state_aztecs.png
san diego toreros,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/san_diego_toreros.png
san francisco dons,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/san_francisco_dons.png
san jose state spartans,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/san_jose_state_spartans.png
santa clara broncos,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/santa_clara_broncos.png
seattle redhawks,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/seattle_redhawks.png
siena saints,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/siena_saints.png
south carolina gamecocks,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/south_carolina_gamecocks.png
south carolina state bulldogs,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/south_carolina_state_bulldogs.png
south dakota coyotes,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/south_dakota_coyotes.png
south dakota state jackrabbits,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/south_dakota_state_jackrabbits.png
south florida bulls,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/south_florida_bulls.png
southeast missouri state redhawks,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/southeast_missouri_state_redhawks.png
southeastern louisiana lions,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/southeastern_louisiana_lions.png
southern california (usc) trojans,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/southern_california_(usc)_trojans.png
southern illinois salukis,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/southern_illinois_salukis.png
southern jaguars,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/southern_jaguars.png
southern methodist (smu) mustangs,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/southern_methodist_(smu)_mustangs.png
southern mississippi golden eagles,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/southern_mississippi_golden_eagles.png
southern utah thunderbirds,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/southern_utah_thunderbirds.png
st. bonaventure bonnies,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/st._bonaventure_bonnies.png
st. johns red storm,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/st._johns_red_storm.png
stanford cardinal,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/stanford_cardinal.png
stephen f. austin lumberjacks,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/stephen_f._austin_lumberjacks.png
stetson hatters,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/stetson_hatters.png
stonehill skyhawks,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/stonehill_skyhawks.png
stony brook seawolves,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/stony_brook_seawolves.png
syracuse orange,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/syracuse_orange.png
tarleton state texans,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/tarleton_state_texans.png
temple owls,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/temple_owls.png
tennessee state tigers,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/tennessee_state_tigers.png
tennessee tech golden eagles,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/tennessee_tech_golden_eagles.png
tennessee volunteers,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/tennessee_volunteers.png
texas a&m university,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/texas_a&m_university.png
texas at el paso (utep) miners,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/texas_at_el_paso_(utep)_miners.png
texas at san antonio (utsa) roadrunners,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/texas_at_san_antonio_(utsa)_roadrunners.png
texas christian (tcu) horned frogs,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/texas_christian_(tcu)_horned_frogs.png
texas longhorns,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/texas_longhorns.png
texas southern tigers,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/texas_southern_tigers.png
texas state bobcats,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/texas_state_bobcats.png
texas tech red raiders,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/texas_tech_red_raiders.png
toledo rockets,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/toledo_rockets.png
towson tigers,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/towson_tigers.png
